,Date_Time,ODBA,X_static,Y_static,Z_static,X_dynamic,Y_dynamic,Z_dynamic,Label,Prey
0,2017-03-27 18:56:25,0.0232373,-0.346847,-0.91752,0.123504,-0.0125533,-0.00048001,-0.010204,Feeding,Shrimp
1,2017-03-27 18:56:25,0.0233413,-0.347159,-0.917312,0.123712,-0.00834133,-0.004588,-0.010412,Feeding,Shrimp
2,2017-03-27 18:56:25,0.015696,-0.347524,-0.917156,0.124076,-0.007976,-0.000844003,-0.00687601,Feeding,Shrimp
3,2017-03-27 18:56:25,0.0197507,-0.347889,-0.917104,0.124544,-0.00761066,-0.000896003,-0.011244,Feeding,Shrimp
4,2017-03-27 18:56:25,0.035872,-0.348097,-0.917,0.125169,-0.0113027,-0.00879999,-0.0157693,Feeding,Shrimp
5,2017-03-27 18:56:25,0.0405533,-0.348201,-0.916896,0.125951,-0.00729868,-0.012804,-0.0204507,Feeding,Shrimp
6,2017-03-27 18:56:25,0.0337427,-0.348305,-0.91674,0.126888,-0.00719466,-0.01296,-0.013588,Feeding,Shrimp
7,2017-03-27 18:56:25,0.0213334,-0.348305,-0.916636,0.127825,-0.00719464,-0.005264,0.00887477,Feeding,Shrimp
8,2017-03-27 18:56:25,0.0324094,-0.348148,-0.916532,0.128711,-0.00345198,-0.005368,0.0235894,Feeding,Shrimp
9,2017-03-27 18:56:25,0.0481708,-0.347887,-0.91648,0.129336,0.000186687,-0.00542,0.0425641,Feeding,Shrimp
10,2017-03-27 18:56:25,0.0667854,-0.347573,-0.91648,0.129908,0.00377338,-0.00541997,0.0575921,Feeding,Shrimp
11,2017-03-27 18:56:25,0.0942121,-0.347156,-0.916532,0.130376,0.015156,0.00243204,0.0766241,Feeding,Shrimp
12,2017-03-27 18:56:25,0.132787,-0.346739,-0.916688,0.13074,0.0225387,0.014388,0.0958601,Feeding,Shrimp
13,2017-03-27 18:56:25,0.171317,-0.346165,-0.916896,0.130844,0.0258653,0.022396,0.123056,Feeding,Shrimp
14,2017-03-27 18:56:25,0.182652,-0.345644,-0.917104,0.130896,0.025344,0.022604,0.134704,Feeding,Shrimp
15,2017-03-27 18:56:25,0.178339,-0.345227,-0.917312,0.131,0.0444267,0.011012,0.1229,Feeding,Shrimp
16,2017-03-27 18:56:25,0.162789,-0.344757,-0.917728,0.130896,0.0478573,0.007528,0.107404,Feeding,Shrimp
17,2017-03-27 18:56:25,0.170949,-0.344288,-0.918196,0.130635,0.055188,0.015896,0.0998653,Feeding,Shrimp
